Name,Age,Position,Lifeboat,Survived,Class,HomeNation,PositionDetailed,Gender,AgeBinned
"Atta Allah, Miss Malakah",17,P,--,0,3,Lebanon,Passenger,F,11-20
"Augustsson, Mr. Albert",23,P,--,0,3,Sweden,Passenger,M,21-30
"Ayyub Dahir, Miss Bannurah",15,P,C,1,3,Lebanon,Passenger,F,11-20
"Bakus, Mr. Raful",20,P,--,0,3,Lebanon,Passenger,M,11-20
"Backström, Mr. Karl Alfred",32,P,--,0,3,Finland,Passenger,M,31-40
"Backström, Mrs. Maria Mathilda (née Gustafsson)[52][66]",33,P,D,1,3,Finland,Passenger,F,31-40
"Ba qlini, Mrs. Mariyam Latif (née Qurban)",24,P,C,1,3,Lebanon,Passenger,F,21-30
"Ba qlini, Miss Mariya Katarin",5,P,C,1,3,Lebanon,Passenger,F,< 10
"Ba qlini, Miss Eujini",4,P,C,1,3,Lebanon,Passenger,F,< 10
"Ba qlini, Miss Hileni Barbarah",9 mths,P,C,1,3,Lebanon,Passenger,F,71+
"Badman, Miss Emily Louisa",18,P,C,1,3,England,Passenger,F,11-20
"Badt, Mr. Mohamed",40,P,--,0,3,Lebanon,Passenger,M,31-40
"Balkic, Mr. Kerim",26,P,--,0,3,Bosnia,Passenger,M,21-30
"Banski, Mrs. Mara (née Osman)",31,P,?,1,3,Hungary,Passenger,F,31-40
"Barbarah, Mrs. Katarin Dawud",45,P,--,0,3,Lebanon,Passenger,F,41-50
"Barbarah, Miss Saidah",12,P,--,0,3,Lebanon,Passenger,F,11-20
"Barry, Miss Julia",26,P,--,0,3,USA,Passenger,F,21-30
"Barton, Mr. David John",22,P,--,0,3,England,Passenger,M,21-30
"Beavan, Mr. William Thomas",18,P,--,0,3,England,Passenger,M,11-20
"Bengtsson, Mr. Johan Viktor",26,P,--,0,3,Sweden,Passenger,M,21-30
"Berglund, Mr. Karl Ivar Sven",22,P,--,0,3,Finland,Passenger,M,21-30
"Betros, Mr. Tannous",20,P,--,0,3,Lebanon,Passenger,M,11-20
"Lee, Mr. Bing",32,P,C,1,3,China,Passenger,M,31-40
"Birkeland, Mr. Hans Martin Monsen",21,P,--,0,3,Norway,Passenger,M,21-30
"Björklund, Mr. Ernst Herbert",18,P,--,0,3,Sweden,Passenger,M,11-20
"Bostandyeff, Mr. Guentcho",26,P,--,0,3,Bulgaria,Passenger,M,21-30
"Bulus, Mrs. Sultanah (née Rizq)",40,P,--,0,3,Lebanon,Passenger,F,31-40
"Bulus, Master Akar",9,P,--,0,3,Lebanon,Passenger,M,< 10
"Bulus, Miss Nur-al-Ayn",7,P,--,0,3,Lebanon,Passenger,F,< 10
"Bourke, Mr. John",42,P,--,0,3,Ireland,Passenger,M,41-50
"Bourke, Mrs. Catherine (née McHugh)",32,P,--,0,3,Ireland,Passenger,F,31-40
"Bourke, Miss Mary",40,P,--,0,3,Ireland,Passenger,F,31-40
"Bowen, Mr. David John ""Dai""",26,P,--,0,3,Wales,Passenger,M,21-30
"Bradley, Miss Bridget Delia",22,P,13,1,3,Ireland,Passenger,F,21-30
"Braf, Miss Elin Ester Maria",20,P,--,0,3,Sweden,Passenger,F,11-20
"Braund, Mr. Lewis Richard",29,P,--,0,3,England,Passenger,M,21-30
"Braund, Mr. Owen Harris",22,P,--,0,3,England,Passenger,M,21-30
"Brobeck, Mr. Karl Rudolf",22,P,--,0,3,Sweden,Passenger,M,21-30
"Brocklebank, Mr. William Alfred",35,P,--,0,3,England,Passenger,M,31-40
"Buckley, Mr. Daniel",21,P,13,1,3,Ireland,Passenger,M,21-30
"Buckley, Miss Catherine",22,P,--,0,3,Ireland,Passenger,F,21-30
"Burke, Mr. Jeremiah",19,P,--,0,3,Ireland,Passenger,M,11-20
"Burns, Miss Mary Delia",17,P,--,0,3,Ireland,Passenger,F,11-20
"Cacic, Mr. Jego Grga",18,P,--,0,3,Croatia,Passenger,M,11-20
"Cacic, Mr. Luka",38,P,--,0,3,Croatia,Passenger,M,31-40
"Cacic, Miss Marija",30,P,--,0,3,Croatia,Passenger,F,21-30
"Cacic, Miss Manda",21,P,--,0,3,Croatia,Passenger,F,21-30
"Calic, Mr. Jovo",17,P,--,0,3,Croatia,Passenger,M,11-20
"Calic, Mr. Petar",17,P,--,0,3,Croatia,Passenger,M,11-20
"Canavan, Miss Mary",22,P,--,0,3,Ireland,Passenger,F,21-30
"Canavan, Mr. Patrick ""Peter""",21,P,--,0,3,Ireland,Passenger,M,21-30
"Cann, Mr. Ernest Charles",21,P,--,0,3,England,Passenger,M,21-30
"Caram, Mr. Joseph",28,P,--,0,3,Syria,Passenger,M,21-30
"Caram, Mrs. Maria (née Elias)",18,P,--,0,3,Syria,Passenger,F,11-20
"Carlsson, Mr. Carl Robert",24,P,--,0,3,Sweden,Passenger,M,21-30
"Carlsson, Mr. August Sigfrid",24,P,--,0,3,Sweden,Passenger,M,21-30
"Carr, Miss Jane",47,P,--,0,3,Ireland,Passenger,F,41-50
"Carver, Mr. Alfred John",28,P,--,0,3,England,Passenger,M,21-30
"Celotti, Mr. Francesco",24,P,--,0,3,Italy,Passenger,M,21-30
"Charters, Mr. David",28,P,--,0,3,Ireland,Passenger,M,21-30
"Shihab, Mr. Amir Faris",25,P,--,0,3,Lebanon,Passenger,M,21-30
"Chang, Mr. Chip",32,P,C,1,3,China,Passenger,M,31-40
"Christmann, Mr. Emil",29,P,--,0,3,England,Passenger,M,21-30
"Chronopoulos, Mr. Apostolos",26,P,--,0,3,Greece,Passenger,M,21-30
"Chronopoulos, Mr. Dimitrios",18,P,--,0,3,Greece,Passenger,M,11-20
"Coelho, Mr. Domingos Fernandes",20,P,--,0,3,Portugal,Passenger,M,11-20
"Cohen, Mr. Gershon ""Gus""",18,P,12,1,3,England,Passenger,M,11-20
"Colbert, Mr. Patrick",24,P,--,0,3,Ireland,Passenger,M,21-30
"Coleff, Mr. Fotio",24,P,--,0,3,Bulgaria,Passenger,M,21-30
"Coltcheff, Mr. Peju",36,P,--,0,3,Bulgaria,Passenger,M,31-40
"Conlon, Mr. Thomas Henry",31,P,--,0,3,USA,Passenger,M,31-40
"Connaghton, Mr. Michael",31,P,--,0,3,USA,Passenger,M,31-40
"Connolly, Miss Catherine ""Kate""",35,P,--,0,3,Ireland,Passenger,F,31-40
"Connolly, Miss Katherine ""Kate""",22,P,13,1,3,Ireland,Passenger,F,21-30
"Connors, Mr. Patrick John",61,P,--,0,3,Ireland,Passenger,M,61-70
"Cook, Mr. Jacob",43,P,--,0,3,Russia,Passenger,M,41-50
"Cor, Mr. Bartol",35,P,--,0,3,Croatia,Passenger,M,31-40
"Cor, Mr. Ivan",27,P,--,0,3,Croatia,Passenger,M,21-30
"Cor, Mr. Liudevit",19,P,--,0,3,Croatia,Passenger,M,11-20
"Corn, Mr. Henry ""Harry""",30,P,--,0,3,England,Passenger,M,21-30
"Corr, Miss Helen",16,P,16,1,3,Ireland,Passenger,F,11-20
"Coutts, Mrs. Mary Winnie (née Trainer)",36,P,2,1,3,England,Passenger,F,31-40
"Coutts, Master William Loch ""Willie""",9,P,2,1,3,England,Passenger,M,< 10
"Coutts, Master Neville Leslie",3,P,2,1,3,England,Passenger,M,< 10
"Coxon, Mr. Daniel",59,P,--,0,3,England,Passenger,M,51-60
"Crease, Mr. Ernest James",19,P,--,0,3,England,Passenger,M,11-20
"Cribb, Mr. John Hatfield",44,P,--,0,3,England,Passenger,M,41-50
"Cribb, Miss Laura Mae",16,P,12,1,3,England,Passenger,F,11-20
"Culumovic, Mr. Jeso",17,P,--,0,3,Croatia,Passenger,M,11-20
"Dahir, Mr. Tannous",28,P,--,0,3,Lebanon,Passenger,M,21-30
"Dahl, Mr. Charles Edwart",45,P,15,1,3,Australia,Passenger,M,41-50
"Dahlberg, Miss Gerda Ulrika",22,P,--,0,3,Sweden,Passenger,F,21-30
"Dakic, Mr. Branko",19,P,--,0,3,Austria,Passenger,M,11-20
"Daly, Miss Margaret ""Maggie""",30,P,15,1,3,Ireland,Passenger,F,21-30
"Daly, Mr. Eugene Patrick",29,P,B,1,3,Ireland,Passenger,M,21-30
"Danbom, Mr. Ernst Gilbert",34,P,--,0,3,Sweden,Passenger,M,31-40
"Danbom, Mrs. Anna Sigrid Maria (née Brogren)",28,P,--,0,3,Sweden,Passenger,F,21-30
"Danbom, Master Gilbert Sigvard Emanuel",4 mths,P,--,0,3,Sweden,Passenger,M,71+
"Danoff, Mr. Yoto",27,P,--,0,3,Bulgaria,Passenger,M,21-30
"Dantcheff, Mr. Ristju",25,P,--,0,3,Bulgaria,Passenger,M,21-30
"Davies, Mr. Evan",22,P,--,0,3,Wales,Passenger,M,21-30
"Davies, Mr. Alfred John",24,P,--,0,3,England,Passenger,M,21-30
"Davies, Mr. John Samuel",21,P,--,0,3,England,Passenger,M,21-30
"Davies, Mr. Joseph",17,P,--,0,3,England,Passenger,M,11-20
"Davison, Mr. Thomas Henry ""Harry""",32,P,--,0,3,England,Passenger,M,31-40
"Davison, Mrs. Elizabeth Mary(née Finck)",34,P,16,1,3,England,Passenger,F,31-40
"De Messemaeker, Mr. Guillaume Joseph",36,P,15,1,3,USA,Passenger,M,31-40
"De Messemaeker, Mrs. Anna (née de Becker)",36,P,13,1,3,USA,Passenger,F,31-40
"de Mulder, Mr. Theodoor",36,P,11,1,3,Belgium,Passenger,M,31-40
"de Pelsmaeker, Mr. Alfons",16,P,--,0,3,Belgium,Passenger,M,11-20
"Dean, Mr. Bertram Frank",25,P,--,0,3,England,Passenger,M,21-30
"Dean, Mrs. Eva Georgetta (née Light)",32,P,10,1,3,England,Passenger,F,31-40
"Dean, Master Bertram Vere",1,P,10,1,3,England,Passenger,M,< 10
"Dean, Miss Elizabeth Gladys ""Millvina""",2 mths,P,10,1,3,England,Passenger,F,71+
"Delalic, Mr. Redjo",25,P,--,0,3,Bosnia,Passenger,M,21-30
"Denkoff, Mr. Mitto",30,P,--,0,3,Bulgaria,Passenger,M,21-30
"Dennis, Mr. William",26,P,--,0,3,England,Passenger,M,21-30
"Dennis, Mr. Samuel",22,P,--,0,3,England,Passenger,M,21-30
"Devaney, Miss Margaret Delia",19,P,C,1,3,Ireland,Passenger,F,11-20
"Dika, Mr. Mirko",17,P,--,0,3,Croatia,Passenger,M,11-20
"Dimic, Mr. Jovan",42,P,--,0,3,Croatia,Passenger,M,41-50
"Dintcheff, Mr. Valtcho",43,P,--,0,3,Bulgaria,Passenger,M,41-50
"Donohoe, Miss Bridget",21,P,--,0,3,Ireland,Passenger,F,21-30
"Dooley, Mr. Patrick J.",43,P,--,0,3,Ireland,Passenger,M,41-50
"Dorking, Mr. Edward Arthur",18,P,B,1,3,England,Passenger,M,11-20
"Doherty, Mr. William John (aka ""James Moran"")",22,P,--,0,3,Ireland,Passenger,M,21-30
"Dowdell, Miss Elizabeth",31,P,13,1,3,USA,Passenger,F,31-40
"Doyle, Miss Elizabeth",24,P,--,0,3,Ireland,Passenger,F,21-30
"Drazenovic, Mr. Jozef",33,P,--,0,3,Croatia,Passenger,M,31-40
"Dropkin, Miss Jennie",24,P,13,1,3,Belarus,Passenger,F,21-30
"Duquemin, Mr. Joseph Pierre",19,P,D,1,3,England,Passenger,M,11-20
"Dwan, Mr. Frank",65,P,--,0,3,Ireland,Passenger,M,61-70
"Dyker, Mr. Adolf Fredrik",23,P,--,0,3,USA,Passenger,M,21-30
"Dyker, Mrs. Anna Elisabeth Judith (née Andersson)",22,P,16,1,3,USA,Passenger,F,21-30
"Edvardsson, Mr. Gustaf Hjalmar",18,P,--,0,3,Sweden,Passenger,M,11-20
"Eklund, Mr. Hans Linus",16,P,--,0,3,Sweden,Passenger,M,11-20
"Ekström, Mr. Johan",45,P,--,0,3,USA,Passenger,M,41-50
"Elias, Mr. Dibo",29,P,--,0,3,Lebanon,Passenger,M,21-30
"Elias, Mr. Joseph Jr.",15,P,--,0,3,Lebanon,Passenger,M,11-20
"Elias Nasrallah, Mr. Tannous",17,P,--,0,3,Lebanon,Passenger,M,11-20
"Elsbury, Mr. William James",47,P,--,0,3,England,Passenger,M,41-50
"Emanuel, Miss Virginia Ethel",6,P,13,1,3,USA,Passenger,F,< 10
"Estanislau, Mr. Manuel Gonçalves",37,P,--,0,3,Portugal,Passenger,M,31-40
"Everett, Mr. Thomas James",39,P,--,0,3,England,Passenger,M,31-40
"Fardon, Mr. Charles R.(alias Charles Franklin)",38,P,--,0,3,England,Passenger,M,31-40
"Farrell, Mr. James ""Jim""",25,P,--,0,3,Ireland,Passenger,M,21-30
"Finoli, Mr. Luigi",34,P,15,1,3,USA,Passenger,M,31-40
"Fischer, Mr. Eberhard Thelander",18,P,--,0,3,Sweden,Passenger,M,11-20
"Fleming, Miss Honora ""Nora""",22,P,--,0,3,Ireland,Passenger,F,21-30
"Flynn, Mr. James",28,P,--,0,3,Ireland,Passenger,M,21-30
"Flynn, Mr. John",42,P,--,0,3,Ireland,Passenger,M,41-50
"Foley, Mr. Joseph",19,P,--,0,3,Ireland,Passenger,M,11-20
"Foley, Mr. William",20,P,--,0,3,Ireland,Passenger,M,11-20
"Cheong, Mr. Foo",32,P,C,1,3,China,Passenger,M,31-40
"Ford, Mr. Arthur",22,P,--,0,3,England,Passenger,M,21-30
"Ford, Mrs. Margaret Ann (née Watson)",48,P,--,0,3,England,Passenger,F,41-50
"Ford, Miss Dollina Margaret",20,P,--,0,3,England,Passenger,F,11-20
"Ford, Mr. Edward Watson",18,P,--,0,3,England,Passenger,M,11-20
"Ford, Mr. William Neal Thomas",16,P,--,0,3,England,Passenger,M,11-20
"Ford, Miss Robina Maggie",7,P,--,0,3,England,Passenger,F,< 10
"Fox, Mr. Patrick",28,P,--,0,3,Ireland,Passenger,M,21-30
"Gallagher, Mr. Martin",29,P,--,0,3,Ireland,Passenger,M,21-30
"Garfirth, Mr. John",21,P,--,0,3,England,Passenger,M,21-30
"Jirjis, Mrs. Shaniini (née Whabee Abi-Saab)",22,P,C,1,3,USA,Passenger,F,21-30
"Gerios Thamah, Mr. Assaf",21,P,--,0,3,Lebanon,Passenger,M,21-30
"Gheorgheff, Mr. Stanio",--,P,--,0,3,Bulgaria,Passenger,M,71+
"Gilinski, Mr. Eliezer",22,P,--,0,3,Wales,Passenger,M,21-30
"Gilnagh, Miss Mary Katherine ""Katie""",17,P,16,1,3,Ireland,Passenger,F,11-20
"Glynn, Miss Mary Agatha",19,P,13,1,3,Ireland,Passenger,F,11-20
"Goldsmith, Mr. Frank John",33,P,--,0,3,England,Passenger,M,31-40
"Goldsmith, Mrs. Emily Alice (née Brown)",31,P,C,1,3,England,Passenger,F,31-40
"Goldsmith, Master Frank John William",9,P,C,1,3,England,Passenger,M,< 10
"Goldsmith, Mr. Nathan",41,P,--,0,3,Russia,Passenger,M,41-50
"Goodwin, Mr. Frederick Joseph",42,P,--,0,3,England,Passenger,M,41-50
"Goodwin, Mrs. Augusta (née Tyler)",43,P,--,0,3,England,Passenger,F,41-50
"Goodwin, Miss Lillian Amy",16,P,--,0,3,England,Passenger,F,11-20
"Goodwin, Mr. Charles Edward",14,P,--,0,3,England,Passenger,M,11-20
"Goodwin, Master William Frederick",13,P,--,0,3,England,Passenger,M,11-20
"Goodwin, Miss Jessie Allis-Mary",12,P,--,0,3,England,Passenger,F,11-20
"Goodwin, Master Harold Victor",10,P,--,0,3,England,Passenger,M,< 10
"Goodwin, Master Sidney Leslie",19m,P,--,0,3,England,Passenger,M,71+
"Green, Mr. George Henry",40,P,--,0,3,England,Passenger,M,31-40
"Grønnestad, Mr. Daniel Danielsen",32,P,--,0,3,Norway,Passenger,M,31-40
"Guest, Mr. Robert",32,P,--,0,3,England,Passenger,M,31-40
"Gustafsson, Mr. Alfred Ossian",19,P,--,0,3,Finland,Passenger,M,11-20
"Gustafsson, Mr. Anders Vilhelm",37,P,--,0,3,Finland,Passenger,M,31-40
"Gustafsson, Mr. Johan Birger",28,P,--,0,3,Finland,Passenger,M,21-30
"Gustafsson, Mr. Karl Gideon",19,P,--,0,3,Sweden,Passenger,M,11-20
"Haas, Miss Aloisia",24,P,--,0,3,Switzerland,Passenger,F,21-30
"Hagland, Mr. Ingvald Olai Olsen",28,P,--,0,3,Norway,Passenger,M,21-30
"Hagland, Mr. Konrad Mathias Reiersen",19,P,--,0,3,Norway,Passenger,M,11-20
"Hakkarainen, Mr Pekka Pietari",28,P,--,0,3,Finland,Passenger,M,21-30
"Hakkarainen, Mrs. Elin Matilda (née Dolck)",24,P,15,1,3,Finland,Passenger,F,21-30
"Hampe, Mr. Léon Jérome",19,P,--,0,3,Belgium,Passenger,M,11-20
"Hanna Dib, Mr. Bulus",18,P,--,0,3,Syria,Passenger,M,11-20
"Hanna, Mr. Mansur",35,P,--,0,3,Syria,Passenger,M,31-40
"Hanna, Mr. Borak Suleiman (Hannah Assi Borah)",27,P,15,1,3,Lebanon,Passenger,M,21-30
"Hansen, Mr. Claus Peter",41,P,--,0,3,USA,Passenger,M,41-50
"Hansen, Mrs. Jennie Louise (née Howard)",45,P,11,1,3,USA,Passenger,F,41-50
"Hansen, Mr. Henrik Juul",26,P,--,0,3,Denmark,Passenger,M,21-30
"Hansen, Mr. Henry Damsgaard",21,P,--,0,3,Denmark,Passenger,M,21-30
"Hargadon, Miss Catherine ""Kate""",17,P,--,0,3,Ireland,Passenger,F,11-20
"Harknett, Miss Alice Phoebe",21,P,--,0,3,England,Passenger,F,21-30
"Hart, Mr. Henry John",27,P,--,0,3,Ireland,Passenger,M,21-30
"Husayn, Master Husayn Mahumud",11,P,--,0,3,USA,Passenger,M,11-20
"Healy, Miss Hanora (Nora)",29,P,16,1,3,Ireland,Passenger,F,21-30
"Hedman, Mr. Oskar Arvid",27,P,15,1,3,USA,Passenger,M,21-30
"Ling, Mr. Hee",24,P,C,1,3,China,Passenger,M,21-30
"Hegarty, Miss Hanora ""Nora""",18,P,--,0,3,Ireland,Passenger,F,11-20
"Heikkinen, Miss Laina",26,P,14?,1,3,Finland,Passenger,F,21-30
"Heininen, Miss Wendla Maria",23,P,--,0,3,Finland,Passenger,F,21-30
"Hellström, Miss Hilda Maria",22,P,C,1,3,Sweden,Passenger,F,21-30
"Hendekovic, Mr. Ignjac",28,P,--,0,3,Croatia,Passenger,M,21-30
"Henriksson, Miss Jenny Lovisa",28,P,--,0,3,Sweden,Passenger,F,21-30
"Henry, Miss Bridget Delia",23,P,--,0,3,Ireland,Passenger,F,21-30
"Hirvonen, Mrs. Helga Elisabeth (née Lindqvist)",22,P,15,1,3,Finland,Passenger,F,21-30
"Hirvonen, Miss Hildur Elisabeth",2,P,15,1,3,Finland,Passenger,F,< 10
"Holm, Mr. Johan Fredrik Alexander",43,P,--,0,3,Sweden,Passenger,M,41-50
"Holten, Mr. Johan Martin",28,P,--,0,3,Norway,Passenger,M,21-30
"Honkanen, Miss Eliina",27,P,?,1,3,Finland,Passenger,F,21-30
"Horgan, Mr. John",22,P,--,0,3,Unknown,Passenger,M,21-30
"Howard, Miss May Elizabeth",27,P,C,1,3,England,Passenger,F,21-30
"Humblen, Mr. Adolf Mathias Nicolai Olsen",42,P,--,0,3,Norway,Passenger,M,41-50
"Hyman, Mr. Solomon Abraham",34,P,C,1,3,England,Passenger,M,31-40
"Ylieff, Mr. Ylio",32,P,--,0,3,Bulgaria,Passenger,M,31-40
"Ilmakangas, Miss Ida Livija",27,P,--,0,3,USA,Passenger,F,21-30
"Ilmakangas, Miss Pieta Sofia",25,P,--,0,3,Finland,Passenger,F,21-30
"Ivanoff, Mr. Kanio",20,P,--,0,3,Bulgaria,Passenger,M,11-20
"Jabbour (Zabour), Miss Hileni",14,P,--,0,3,Syria,Passenger,F,11-20
"Jabbour (Zabour), Miss Tamini",19,P,--,0,3,Syria,Passenger,F,11-20
"Jalševac, Mr. Ivan",29,P,15,1,3,Croatia,Passenger,M,21-30
"Jansson, Mr. Carl Olof",21,P,A,1,3,Sweden,Passenger,M,21-30
"Jardim, Mr. José Neto",21,P,--,0,3,Portugal,Passenger,M,21-30
"Jensen, Mr. Hans Peder",20,P,--,0,3,Denmark,Passenger,M,11-20
"Jensen, Mr. Niels Peder ""Rasmus""",48,P,--,0,3,USA,Passenger,M,41-50
"Jensen, Mr. Svend Lauritz",17,P,--,0,3,Denmark,Passenger,M,11-20
"Jermyn, Miss Annie Jane",26,P,D,1,3,Ireland,Passenger,F,21-30
"Johannesen, Mr. Bernt Johannes",29,P,13,1,3,Norway,Passenger,M,21-30
"Johanson, Mr. Jakob Alfred",34,P,--,0,3,Finland,Passenger,M,31-40
"Johansson, Mr. Erik",22,P,--,0,3,Sweden,Passenger,M,21-30
"Johansson, Mr. Gustaf Joel",33,P,--,0,3,Sweden,Passenger,M,31-40
"Johansson, Mr. Karl Johan",31,P,--,0,3,USA,Passenger,M,31-40
"Johansson, Mr. Nils",29,P,--,0,3,USA,Passenger,M,21-30
"Johansson Palmquist, Mr. Oskar Leander",26,P,15,1,3,Sweden,Passenger,M,21-30
"Johnson, Mr. Alfred",49,P,--,0,3,England,Passenger,M,41-50
"Johnson, Mrs. Elisabeth Vilhelmina (née Berg)",26,P,15,1,3,USA,Passenger,F,21-30
"Johnson, Master Harold Theodor",4,P,15,1,3,USA,Passenger,M,< 10
"Johnson, Miss Eleanor Ileen",1,P,15,1,3,USA,Passenger,F,< 10
"Johnson, Mr. Malkolm Joackim",33,P,--,0,3,USA,Passenger,M,31-40
"Johnson, Mr. William Cahoone Jr.",19,P,--,0,3,USA,Passenger,M,11-20
"Johnston, Mr. Andrew Emslie",35,P,--,0,3,England,Passenger,M,31-40
"Johnston, Mrs. Elizabeth (née Watson) ""Eliza""",34,P,--,0,3,England,Passenger,F,31-40
"Johnston, Master William Andrew",8,P,--,0,3,England,Passenger,M,< 10
"Johnston, Miss Catherine Nellie",7,P,--,0,3,England,Passenger,F,< 10
"Jonkoff, Mr. Lalju",23,P,--,0,3,Bulgaria,Passenger,M,21-30
"Jonsson, Mr. Carl",32,P,15,1,3,Sweden,Passenger,M,31-40
"Jönsson, Mr. Nils Hilding",27,P,--,0,3,Sweden,Passenger,M,21-30
"Yousuf, Mr. Ilyas (Shahin)",39,P,--,0,3,Lebanon,Passenger,M,31-40
"Jussila, Mr. Eiriik",32,P,15,1,3,Finland,Passenger,M,31-40
"Jussila, Miss Katriina",20,P,--,0,3,Finland,Passenger,F,11-20
"Jussila, Miss Mari Aina",21,P,--,0,3,Finland,Passenger,F,21-30
"Kallio, Mr. Nikolai Erlantti",17,P,--,0,3,Finland,Passenger,M,11-20
"Kalvik, Mr. Johannes Halvorsen",21,P,--,0,3,Norway,Passenger,M,21-30
"Karajic, Mr. Milan",30,P,--,0,3,Hungary,Passenger,M,21-30
"Karlsson, Mr. Einar Gervasius",21,P,13,1,3,Sweden,Passenger,M,21-30
"Karlsson, Mr. Julius Konrad Eugen",33,P,--,0,3,Sweden,Passenger,M,31-40
"Karlsson, Mr. Nils August",22,P,--,0,3,Sweden,Passenger,M,21-30
"Karun, Mr. Franz",39,P,15,1,3,Slovenia,Passenger,M,31-40
"Karun, Miss Manca (""Anna""",4,P,15,1,3,Slovenia,Passenger,F,< 10
"Abd al-Khaliq, Mr. Farid Qasim Husayn",18,P,--,0,3,Unknown,Passenger,M,11-20
"Katavelos, Mr. Vassilios G.",19,P,--,0,3,Greece,Passenger,M,11-20
"Keane, Mr. Andrew ""Andy""",23,P,--,0,3,Ireland,Passenger,M,21-30
"Keefe, Mr. Arthur",39,P,--,0,3,USA,Passenger,M,31-40
"Kelly, Mr. James",19,P,--,0,3,Ireland,Passenger,M,11-20
"Kelly, Mr. James",44,P,--,0,3,Ireland,Passenger,M,41-50
"Kelly, Miss Anna Katherine",20,P,16,1,3,Ireland,Passenger,F,11-20
"Kelly, Miss Mary",22,P,D,1,3,Ireland,Passenger,F,21-30
"Kennedy, Mr. John Joseph",24,P,15?,1,3,Ireland,Passenger,M,21-30
"Khalil-Khoury, Mr. Butrus",25,P,--,0,3,Lebanon,Passenger,M,21-30
"Khalil-Khoury, Mrs. Zahie ""Maria""",20,P,--,0,3,Lebanon,Passenger,F,11-20
"Kiernan, Mr. John Joseph",24,P,--,0,3,USA,Passenger,M,21-30
"Kiernan, Mr. Philip",22,P,--,0,3,Ireland,Passenger,M,21-30
"Kilgannon, Mr. Thomas",22,P,--,0,3,Ireland,Passenger,M,21-30
"Kink, Mrs. Maria",22,P,--,0,3,Switzerland,Passenger,F,21-30
"Kink, Mr. Vincenz",26,P,--,0,3,Switzerland,Passenger,M,21-30
"Kink, Mr. Anton",29,P,2,1,3,Switzerland,Passenger,M,21-30
"Kink, Mrs. Luise (née Heilmann)",26,P,2,1,3,Switzerland,Passenger,F,21-30
"Kink, Miss Luise Gretchen",4,P,2,1,3,Switzerland,Passenger,F,< 10
"Klasén, Mrs. Hulda Kristina Eugenia (Nee Lofqvist)",36,P,--,0,3,Sweden,Passenger,F,31-40
"Klasén, Mr. Klas Albin",18,P,--,0,3,Sweden,Passenger,M,11-20
"Klasén, Miss Gertrud Emilia",16m,P,--,0,3,Sweden,Passenger,F,71+
"Kraeff, Mr. Theodor",?,P,--,0,3,Bulgaria,Passenger,M,71+
"Krekorian, Mr. Neshan",25,P,10,1,3,Turkey,Passenger,M,21-30
"Kutscher, Mr. Simon",26,P,--,0,3,Scotland,Passenger,M,21-30
"Lahoud Ishaq Mowad, Mr. Sarkis",30,P,--,0,3,Lebanon,Passenger,M,21-30
"Laitinen, Miss Kristiina Sofia",37,P,--,0,3,Finland,Passenger,F,31-40
"Laleff, Mr. Kristo",23,P,--,0,3,Bulgaria,Passenger,M,21-30
"Lam, Mr. Ali",37,P,C,1,3,China,Passenger,M,31-40
"Lam, Mr. Len",23,P,--,0,3,China,Passenger,M,21-30
"Landergren, Miss Aurora Adelia",22,P,13,1,3,Sweden,Passenger,F,21-30
"Lane, Mr. Patrick",16,P,--,0,3,Ireland,Passenger,M,11-20
"Lang, Mr. Fang",26,P,14,1,3,China,Passenger,M,21-30
"Larsson, Mr. August Viktor",29,P,--,0,3,USA,Passenger,M,21-30
"Larsson, Mr. Bengt Edvin",29,P,--,0,3,Sweden,Passenger,M,21-30
"Larsson-Rondberg, Mr. Edvard A.",22,P,--,0,3,Sweden,Passenger,M,21-30
"Al-Za inni, Mr. Fahim Ruhanna",22,P,6,1,3,Lebanon,Passenger,M,21-30
"Lefebvre, Mrs. Frances Marie-Anselme (Nee Daumont",40,P,--,0,3,France,Passenger,F,31-40
"Lefebvre, Miss Mathilde Franck-Marie-Joseph",12,P,--,0,3,France,Passenger,F,11-20
"Lefebvre, Miss Jeannie Franck-Marie-Joseph",8,P,--,0,3,France,Passenger,F,< 10
"Lefebvre, Master Henri Franck-Marie-Joseph",5,P,--,0,3,France,Passenger,M,< 10
"Lefebvre, Miss Ida Franck-Marie-Joseph",3,P,--,0,3,France,Passenger,F,< 10
"Leinonen, Mr. Antti Gustaf",32,P,--,0,3,Finland,Passenger,M,31-40
"Lennon, Mr. Denis",20,P,--,0,3,Ireland,Passenger,M,11-20
"Lennon, Miss Mary",18,P,--,0,3,Ireland,Passenger,F,11-20
"Leonard, Mr. Lionel",36,P,--,0,3,USA,Passenger,M,31-40
"Lester, Mr. James",39,P,--,0,3,England,Passenger,M,31-40
"Lievens, Mr. René Gustave Aimé",24,P,--,0,3,Belgium,Passenger,M,21-30
"Lindahl, Miss Agda Thorilda Viktoria",25,P,--,0,3,Sweden,Passenger,F,21-30
"Lindblom, Miss Augusta Charlotta",45,P,--,0,3,Sweden,Passenger,F,41-50
"Lindell, Mr. Edvard Bengtsson",36,P,--,0,3,Sweden,Passenger,M,31-40
"Lindell, Mrs. Elin Gerda (née Persson)",30,P,--,0,3,Sweden,Passenger,F,21-30
